# Renewables.ninja Solar PV (Point API) - 51.379, -2.359 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"local_time": true, "header": true, "lat": "51.37879861436647", "lon": "-2.358966151271851", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "capacity": "100", "system_loss": "0.15", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-04-22 07:00,2015-04-22 08:00,28.226,0.267,0.065,7.473,0
2015-04-22 08:00,2015-04-22 09:00,48.282,0.490,0.088,10.121,0
2015-04-22 09:00,2015-04-22 10:00,64.493,0.694,0.109,12.507,0
2015-04-22 10:00,2015-04-22 11:00,75.822,0.851,0.127,14.431,0
2015-04-22 11:00,2015-04-22 12:00,82.241,0.946,0.143,15.922,0
2015-04-22 12:00,2015-04-22 13:00,83.682,0.966,0.153,16.972,0
2015-04-22 13:00,2015-04-22 14:00,80.013,0.896,0.166,17.607,0
2015-04-22 14:00,2015-04-22 15:00,71.837,0.767,0.167,17.808,0
2015-04-22 15:00,2015-04-22 16:00,58.252,0.564,0.171,17.559,0
2015-04-22 16:00,2015-04-22 17:00,40.817,0.345,0.156,16.864,0
2015-04-22 17:00,2015-04-22 18:00,21.494,0.144,0.122,15.625,0
2015-04-22 18:00,2015-04-22 19:00,5.091,0,0.075,13.477,0
2015-04-22 19:00,2015-04-22 20:00,0,0,0.006,10.961,0
2015-04-22 20:00,2015-04-22 21:00,0,0,0,9.683,0
2015-04-22 21:00,2015-04-22 22:00,0,0,0,8.154,0
2015-04-22 22:00,2015-04-22 23:00,0,0,0,6.951,0
2015-04-22 23:00,2015-04-23 00:00,0,0,0,6.060,0
2015-04-23 00:00,2015-04-23 01:00,0,0,0,5.326,0
2015-04-23 01:00,2015-04-23 02:00,0,0,0,4.813,0
2015-04-23 02:00,2015-04-23 03:00,0,0,0,4.541,0
2015-04-23 03:00,2015-04-23 04:00,0,0,0,4.581,0
2015-04-23 04:00,2015-04-23 05:00,0,0,0,4.943,0
2015-04-23 05:00,2015-04-23 06:00,0.087,0,0.008,5.401,0
2015-04-23 06:00,2015-04-23 07:00,4.266,0.003,0.061,5.804,0
2015-04-23 07:00,2015-04-23 08:00,10.204,0.006,0.125,6.700,0
2015-04-23 08:00,2015-04-23 09:00,15.326,0.007,0.182,8.915,0
2015-04-23 09:00,2015-04-23 10:00,21.378,0.014,0.245,10.849,0
2015-04-23 10:00,2015-04-23 11:00,46.619,0.248,0.316,12.655,0
2015-04-23 11:00,2015-04-23 12:00,79.715,0.853,0.184,14.144,0
2015-04-23 12:00,2015-04-23 13:00,84.451,0.966,0.155,15.324,0
2015-04-23 13:00,2015-04-23 14:00,80.606,0.898,0.166,16.295,0
2015-04-23 14:00,2015-04-23 15:00,71.648,0.750,0.177,16.907,0
2015-04-23 15:00,2015-04-23 16:00,58.517,0.566,0.171,17.095,0
2015-04-23 16:00,2015-04-23 17:00,41.206,0.352,0.154,16.849,0
2015-04-23 17:00,2015-04-23 18:00,21.791,0.147,0.122,16.010,0
2015-04-23 18:00,2015-04-23 19:00,5.457,0,0.079,13.413,0
2015-04-23 19:00,2015-04-23 20:00,0.065,0,0.007,10.593,0
2015-04-23 20:00,2015-04-23 21:00,0,0,0,9.235,0
2015-04-23 21:00,2015-04-23 22:00,0,0,0,8.322,0
2015-04-23 22:00,2015-04-23 23:00,0,0,0,7.896,0
2015-04-23 23:00,2015-04-24 00:00,0,0,0,7.579,0
2015-04-24 00:00,2015-04-24 01:00,0,0,0,7.195,0
2015-04-24 01:00,2015-04-24 02:00,0,0,0,6.954,0
2015-04-24 02:00,2015-04-24 03:00,0,0,0,6.596,0
2015-04-24 03:00,2015-04-24 04:00,0,0,0,5.894,0
2015-04-24 04:00,2015-04-24 05:00,0,0,0,5.284,0
2015-04-24 05:00,2015-04-24 06:00,0.130,0,0.009,6.116,0
2015-04-24 06:00,2015-04-24 07:00,4.544,0.006,0.061,8.234,0
2015-04-24 07:00,2015-04-24 08:00,11.230,0.015,0.129,10.042,0
2015-04-24 08:00,2015-04-24 09:00,28.667,0.117,0.227,12.053,0
2015-04-24 09:00,2015-04-24 10:00,31.552,0.085,0.295,13.360,0
2015-04-24 10:00,2015-04-24 11:00,42.202,0.159,0.352,13.794,0
2015-04-24 11:00,2015-04-24 12:00,41.829,0.122,0.386,14.523,0
2015-04-24 12:00,2015-04-24 13:00,35.502,0.062,0.369,14.923,0
2015-04-24 13:00,2015-04-24 14:00,37.866,0.078,0.381,14.728,0
2015-04-24 14:00,2015-04-24 15:00,33.003,0.074,0.327,14.991,0
2015-04-24 15:00,2015-04-24 16:00,30.072,0.073,0.293,15.320,0
2015-04-24 16:00,2015-04-24 17:00,14.707,0.014,0.173,14.835,0
2015-04-24 17:00,2015-04-24 18:00,6.435,0.001,0.090,13.850,0
2015-04-24 18:00,2015-04-24 19:00,1.161,-0,0.026,12.668,0
2015-04-24 19:00,2015-04-24 20:00,0,-0,0.001,11.746,0
2015-04-24 20:00,2015-04-24 21:00,0,0,0,11.444,0
2015-04-24 21:00,2015-04-24 22:00,0,0,0,11.355,0
2015-04-24 22:00,2015-04-24 23:00,0,0,0,11.332,0
2015-04-24 23:00,2015-04-25 00:00,0,0,0,11.243,0
2015-04-25 00:00,2015-04-25 01:00,0,0,0,11.103,0
2015-04-25 01:00,2015-04-25 02:00,0,0,0,10.876,0
2015-04-25 02:00,2015-04-25 03:00,0,0,0,10.696,0
2015-04-25 03:00,2015-04-25 04:00,0,0,0,10.489,0
2015-04-25 04:00,2015-04-25 05:00,0,0,0,10.110,0
2015-04-25 05:00,2015-04-25 06:00,0,-0,0.005,10.148,0
2015-04-25 06:00,2015-04-25 07:00,5.599,0.010,0.071,10.920,0
2015-04-25 07:00,2015-04-25 08:00,15.867,0.051,0.146,12.142,0
2015-04-25 08:00,2015-04-25 09:00,29.621,0.134,0.223,13.458,0
2015-04-25 09:00,2015-04-25 10:00,32.811,0.139,0.259,14.624,0
2015-04-25 10:00,2015-04-25 11:00,19.775,0.005,0.240,15.637,0
2015-04-25 11:00,2015-04-25 12:00,27.923,0.030,0.311,16.262,0
2015-04-25 12:00,2015-04-25 13:00,35.365,0.067,0.365,16.517,0
2015-04-25 13:00,2015-04-25 14:00,35.706,0.084,0.352,16.475,0
2015-04-25 14:00,2015-04-25 15:00,28.649,0.034,0.316,16.133,0
2015-04-25 15:00,2015-04-25 16:00,14.465,0.007,0.177,15.377,0
2015-04-25 16:00,2015-04-25 17:00,6.345,0,0.090,14.680,0
2015-04-25 17:00,2015-04-25 18:00,5.383,0.001,0.078,14.057,0
2015-04-25 18:00,2015-04-25 19:00,2.657,0,0.045,12.904,0
2015-04-25 19:00,2015-04-25 20:00,0.001,0,0.006,11.682,0
2015-04-25 20:00,2015-04-25 21:00,0,0,0,11.356,0
2015-04-25 21:00,2015-04-25 22:00,0,0,0,10.916,0
2015-04-25 22:00,2015-04-25 23:00,0,0,0,10.375,0
2015-04-25 23:00,2015-04-26 00:00,0,0,0,9.528,0
2015-04-26 00:00,2015-04-26 01:00,0,0,0,8.421,0
2015-04-26 01:00,2015-04-26 02:00,0,0,0,7.470,0
2015-04-26 02:00,2015-04-26 03:00,0,0,0,6.761,0
2015-04-26 03:00,2015-04-26 04:00,0,0,0,6.265,0
2015-04-26 04:00,2015-04-26 05:00,0,0,0,5.892,0
2015-04-26 05:00,2015-04-26 06:00,0.136,0,0.009,5.724,0
2015-04-26 06:00,2015-04-26 07:00,3.109,0.001,0.049,6.028,0
2015-04-26 07:00,2015-04-26 08:00,7.852,0.001,0.103,6.784,0
2015-04-26 08:00,2015-04-26 09:00,11.595,0.001,0.145,7.854,0
2015-04-26 09:00,2015-04-26 10:00,16.147,0.002,0.196,9.042,0
2015-04-26 10:00,2015-04-26 11:00,18.701,0.001,0.227,10.160,0
2015-04-26 11:00,2015-04-26 12:00,30.827,0.030,0.338,11.116,0
2015-04-26 12:00,2015-04-26 13:00,38.001,0.066,0.389,11.842,0
2015-04-26 13:00,2015-04-26 14:00,39.618,0.097,0.380,12.464,0
2015-04-26 14:00,2015-04-26 15:00,31.770,0.057,0.326,12.978,0
2015-04-26 15:00,2015-04-26 16:00,42.094,0.216,0.292,13.211,0
2015-04-26 16:00,2015-04-26 17:00,32.020,0.157,0.228,13.094,0
2015-04-26 17:00,2015-04-26 18:00,15.589,0.036,0.159,12.319,0
2015-04-26 18:00,2015-04-26 19:00,4.346,0,0.065,10.056,0
2015-04-26 19:00,2015-04-26 20:00,0.118,0,0.009,7.258,0
2015-04-26 20:00,2015-04-26 21:00,0,0,0,6.218,0
2015-04-26 21:00,2015-04-26 22:00,0,0,0,5.009,0
2015-04-26 22:00,2015-04-26 23:00,0,0,0,3.968,0
2015-04-26 23:00,2015-04-27 00:00,0,0,0,3.174,0
2015-04-27 00:00,2015-04-27 01:00,0,0,0,2.531,0
2015-04-27 01:00,2015-04-27 02:00,0,0,0,1.832,0
2015-04-27 02:00,2015-04-27 03:00,0,0,0,1.201,0
2015-04-27 03:00,2015-04-27 04:00,0,0,0,0.657,0
2015-04-27 04:00,2015-04-27 05:00,0,0,0,0.376,0
2015-04-27 05:00,2015-04-27 06:00,0.327,0,0.012,1.189,0
2015-04-27 06:00,2015-04-27 07:00,9.886,0.083,0.043,3.357,0
2015-04-27 07:00,2015-04-27 08:00,30.387,0.291,0.063,5.769,0
2015-04-27 08:00,2015-04-27 09:00,50.573,0.517,0.085,7.854,0
2015-04-27 09:00,2015-04-27 10:00,66.445,0.706,0.112,9.408,0
2015-04-27 10:00,2015-04-27 11:00,76.080,0.809,0.153,10.478,0
2015-04-27 11:00,2015-04-27 12:00,68.766,0.553,0.305,11.171,0
2015-04-27 12:00,2015-04-27 13:00,41.776,0.170,0.331,11.666,0
2015-04-27 13:00,2015-04-27 14:00,37.804,0.145,0.308,11.987,0
2015-04-27 14:00,2015-04-27 15:00,18.292,0.002,0.223,12.068,0
2015-04-27 15:00,2015-04-27 16:00,10.833,0,0.140,11.695,0
2015-04-27 16:00,2015-04-27 17:00,7.165,0,0.098,10.820,0
2015-04-27 17:00,2015-04-27 18:00,6.320,0.031,0.057,9.779,0
2015-04-27 18:00,2015-04-27 19:00,5.768,0,0.082,8.231,0
2015-04-27 19:00,2015-04-27 20:00,0.262,0,0.011,6.253,0
2015-04-27 20:00,2015-04-27 21:00,0,0,0,5.552,0
2015-04-27 21:00,2015-04-27 22:00,0,0,0,5.210,0
2015-04-27 22:00,2015-04-27 23:00,0,0,0,4.883,0
2015-04-27 23:00,2015-04-28 00:00,0,0,0,4.202,0
2015-04-28 00:00,2015-04-28 01:00,0,0,0,3.660,0
2015-04-28 01:00,2015-04-28 02:00,0,0,0,3.119,0
2015-04-28 02:00,2015-04-28 03:00,0,0,0,2.746,0
2015-04-28 03:00,2015-04-28 04:00,0,0,0,2.548,0
2015-04-28 04:00,2015-04-28 05:00,0,0,0,2.426,0
2015-04-28 05:00,2015-04-28 06:00,0.401,0,0.014,2.961,0
2015-04-28 06:00,2015-04-28 07:00,10.074,0.085,0.044,4.741,0
2015-04-28 07:00,2015-04-28 08:00,30.527,0.294,0.064,6.379,0
2015-04-28 08:00,2015-04-28 09:00,41.420,0.375,0.113,7.686,1
2015-04-28 09:00,2015-04-28 10:00,49.439,0.385,0.204,8.724,1
2015-04-28 10:00,2015-04-28 11:00,55.298,0.335,0.332,9.531,0
2015-04-28 11:00,2015-04-28 12:00,75.754,0.704,0.252,10.327,0
2015-04-28 12:00,2015-04-28 13:00,73.419,0.692,0.233,10.986,1
2015-04-28 13:00,2015-04-28 14:00,70.004,0.638,0.239,11.469,1
2015-04-28 14:00,2015-04-28 15:00,65.612,0.547,0.267,11.463,0
2015-04-28 15:00,2015-04-28 16:00,55.384,0.442,0.230,10.949,0
2015-04-28 16:00,2015-04-28 17:00,39.106,0.266,0.200,10.261,0
2015-04-28 17:00,2015-04-28 18:00,16.128,0.038,0.160,9.445,0
2015-04-28 18:00,2015-04-28 19:00,3.291,0,0.052,8.260,0
2015-04-28 19:00,2015-04-28 20:00,0,-0,0.002,7.056,0
2015-04-28 20:00,2015-04-28 21:00,0,0,0,6.517,0
2015-04-28 21:00,2015-04-28 22:00,0,0,0,6.236,0
2015-04-28 22:00,2015-04-28 23:00,0,0,0,6.069,0
2015-04-28 23:00,2015-04-29 00:00,0,0,0,6.031,0
2015-04-29 00:00,2015-04-29 01:00,0,0,0,5.984,0
2015-04-29 01:00,2015-04-29 02:00,0,0,0,5.941,0
2015-04-29 02:00,2015-04-29 03:00,0,0,0,6.046,0
2015-04-29 03:00,2015-04-29 04:00,0,0,0,6.302,0
2015-04-29 04:00,2015-04-29 05:00,0,0,0,6.573,0
2015-04-29 05:00,2015-04-29 06:00,0.232,0,0.011,6.921,0
2015-04-29 06:00,2015-04-29 07:00,3.492,0.001,0.053,7.475,0
2015-04-29 07:00,2015-04-29 08:00,6.895,0.001,0.093,8.188,0
2015-04-29 08:00,2015-04-29 09:00,15.598,0.007,0.185,8.921,0
2015-04-29 09:00,2015-04-29 10:00,30.763,0.081,0.284,9.983,0
2015-04-29 10:00,2015-04-29 11:00,47.443,0.208,0.363,11.098,0
2015-04-29 11:00,2015-04-29 12:00,66.191,0.493,0.331,11.848,0
2015-04-29 12:00,2015-04-29 13:00,70.225,0.560,0.324,12.273,0
2015-04-29 13:00,2015-04-29 14:00,76.073,0.724,0.247,12.419,0
2015-04-29 14:00,2015-04-29 15:00,70.811,0.682,0.210,12.263,0
2015-04-29 15:00,2015-04-29 16:00,60.739,0.578,0.171,11.955,0
2015-04-29 16:00,2015-04-29 17:00,43.511,0.371,0.151,11.450,0
2015-04-29 17:00,2015-04-29 18:00,23.457,0.162,0.120,10.578,0
2015-04-29 18:00,2015-04-29 19:00,5.980,0,0.084,8.990,0
2015-04-29 19:00,2015-04-29 20:00,0.269,0,0.011,6.623,0
2015-04-29 20:00,2015-04-29 21:00,0,0,0,5.827,0
2015-04-29 21:00,2015-04-29 22:00,0,0,0,5.526,0
2015-04-29 22:00,2015-04-29 23:00,0,0,0,5.195,0
2015-04-29 23:00,2015-04-30 00:00,0,0,0,4.982,0
2015-04-30 00:00,2015-04-30 01:00,0,0,0,4.871,0
2015-04-30 01:00,2015-04-30 02:00,0,0,0,5.009,0
2015-04-30 02:00,2015-04-30 03:00,0,0,0,5.165,0
2015-04-30 03:00,2015-04-30 04:00,0,0,0,5.175,0
2015-04-30 04:00,2015-04-30 05:00,0,0,0,4.861,0
2015-04-30 05:00,2015-04-30 06:00,0.492,0,0.015,5.465,0
2015-04-30 06:00,2015-04-30 07:00,10.077,0.076,0.053,7.295,0
2015-04-30 07:00,2015-04-30 08:00,26.132,0.197,0.114,9.086,0
2015-04-30 08:00,2015-04-30 09:00,28.632,0.101,0.240,10.315,0
2015-04-30 09:00,2015-04-30 10:00,49.063,0.322,0.270,11.232,0
2015-04-30 10:00,2015-04-30 11:00,60.833,0.441,0.309,11.986,0
2015-04-30 11:00,2015-04-30 12:00,69.244,0.559,0.312,12.600,0
2015-04-30 12:00,2015-04-30 13:00,72.663,0.621,0.302,13.015,0
2015-04-30 13:00,2015-04-30 14:00,57.679,0.331,0.380,13.210,0
2015-04-30 14:00,2015-04-30 15:00,47.921,0.236,0.346,13.199,0
2015-04-30 15:00,2015-04-30 16:00,47.419,0.294,0.281,13.051,0
2015-04-30 16:00,2015-04-30 17:00,38.063,0.252,0.206,12.727,0
2015-04-30 17:00,2015-04-30 18:00,21.165,0.113,0.145,12.011,0
2015-04-30 18:00,2015-04-30 19:00,5.954,0,0.084,10.406,0
2015-04-30 19:00,2015-04-30 20:00,0.370,0,0.013,8.519,0
2015-04-30 20:00,2015-04-30 21:00,0,0,0,8.037,0
2015-04-30 21:00,2015-04-30 22:00,0,0,0,7.322,0
2015-04-30 22:00,2015-04-30 23:00,0,0,0,6.461,0
2015-04-30 23:00,2015-05-01 00:00,0,0,0,5.926,0
2015-05-01 00:00,2015-05-01 01:00,0,0,0,5.275,0
2015-05-01 01:00,2015-05-01 02:00,0,0,0,4.793,0
2015-05-01 02:00,2015-05-01 03:00,0,0,0,4.453,0
2015-05-01 03:00,2015-05-01 04:00,0,0,0,4.248,0
2015-05-01 04:00,2015-05-01 05:00,0,0,0,4.062,0
2015-05-01 05:00,2015-05-01 06:00,0.694,0,0.018,4.122,0
2015-05-01 06:00,2015-05-01 07:00,6.981,0.010,0.084,4.616,0
2015-05-01 07:00,2015-05-01 08:00,15.972,0.032,0.162,5.423,0
2015-05-01 08:00,2015-05-01 09:00,29.707,0.117,0.231,6.332,0
2015-05-01 09:00,2015-05-01 10:00,31.874,0.090,0.284,7.263,0
2015-05-01 10:00,2015-05-01 11:00,47.381,0.200,0.363,8.577,0
2015-05-01 11:00,2015-05-01 12:00,45.197,0.137,0.403,10.399,0
2015-05-01 12:00,2015-05-01 13:00,46.165,0.150,0.406,11.876,0
2015-05-01 13:00,2015-05-01 14:00,27.860,0.018,0.317,12.735,0
2015-05-01 14:00,2015-05-01 15:00,20.962,0.009,0.247,13.041,0
2015-05-01 15:00,2015-05-01 16:00,20.166,0.012,0.236,13.021,0
2015-05-01 16:00,2015-05-01 17:00,15.563,0.008,0.187,12.630,0
2015-05-01 17:00,2015-05-01 18:00,8.451,0.001,0.112,11.865,0
2015-05-01 18:00,2015-05-01 19:00,3.816,0,0.059,10.317,0
2015-05-01 19:00,2015-05-01 20:00,0,-0,0.004,8.138,0
2015-05-01 20:00,2015-05-01 21:00,0,0,0,6.954,0
2015-05-01 21:00,2015-05-01 22:00,0,0,0,6.163,0
2015-05-01 22:00,2015-05-01 23:00,0,0,0,5.830,0
2015-05-01 23:00,2015-05-02 00:00,0,0,0,5.198,0
2015-05-02 00:00,2015-05-02 01:00,0,0,0,4.662,0
2015-05-02 01:00,2015-05-02 02:00,0,0,0,4.276,0
2015-05-02 02:00,2015-05-02 03:00,0,0,0,4.084,0
2015-05-02 03:00,2015-05-02 04:00,0,0,0,3.852,0
2015-05-02 04:00,2015-05-02 05:00,0,0,0,3.746,0
2015-05-02 05:00,2015-05-02 06:00,0,-0,0.005,4.054,0
2015-05-02 06:00,2015-05-02 07:00,0.987,0,0.023,4.919,0
2015-05-02 07:00,2015-05-02 08:00,3.135,0,0.050,6.234,0
2015-05-02 08:00,2015-05-02 09:00,6.454,0,0.089,7.579,0
2015-05-02 09:00,2015-05-02 10:00,16.825,0.003,0.203,8.760,0
2015-05-02 10:00,2015-05-02 11:00,21.498,0.003,0.256,9.826,0
2015-05-02 11:00,2015-05-02 12:00,13.796,0,0.173,10.800,0
2015-05-02 12:00,2015-05-02 13:00,16.743,0,0.207,11.672,0
2015-05-02 13:00,2015-05-02 14:00,18.479,0,0.227,12.607,0
2015-05-02 14:00,2015-05-02 15:00,19.682,0.005,0.237,13.299,0
2015-05-02 15:00,2015-05-02 16:00,17.488,0.004,0.213,13.544,0
2015-05-02 16:00,2015-05-02 17:00,12.860,0.002,0.162,13.090,0
2015-05-02 17:00,2015-05-02 18:00,5.954,0,0.084,12.384,0
2015-05-02 18:00,2015-05-02 19:00,1.390,-0,0.029,11.497,0
2015-05-02 19:00,2015-05-02 20:00,0,-0,0.005,10.604,0
2015-05-02 20:00,2015-05-02 21:00,0,0,0,10.073,0
2015-05-02 21:00,2015-05-02 22:00,0,0,0,9.792,0
2015-05-02 22:00,2015-05-02 23:00,0,0,0,9.732,0
2015-05-02 23:00,2015-05-03 00:00,0,0,0,9.935,0
2015-05-03 00:00,2015-05-03 01:00,0,0,0,10.259,0
2015-05-03 01:00,2015-05-03 02:00,0,0,0,10.634,0
2015-05-03 02:00,2015-05-03 03:00,0,0,0,11.162,0
2015-05-03 03:00,2015-05-03 04:00,0,0,0,11.487,0
2015-05-03 04:00,2015-05-03 05:00,0,0,0,11.506,0
2015-05-03 05:00,2015-05-03 06:00,0.097,0,0.008,11.574,0
2015-05-03 06:00,2015-05-03 07:00,2.066,0,0.037,11.971,0
2015-05-03 07:00,2015-05-03 08:00,6.054,0.002,0.084,12.567,0
2015-05-03 08:00,2015-05-03 09:00,16.085,0.007,0.194,13.591,0
2015-05-03 09:00,2015-05-03 10:00,24.825,0.054,0.249,14.822,0
2015-05-03 10:00,2015-05-03 11:00,27.598,0.055,0.282,16.176,0
2015-05-03 11:00,2015-05-03 12:00,26.989,0.058,0.273,17.209,0
2015-05-03 12:00,2015-05-03 13:00,26.052,0.054,0.267,17.910,0
2015-05-03 13:00,2015-05-03 14:00,13.138,0.006,0.164,18.129,0
2015-05-03 14:00,2015-05-03 15:00,29.934,0.087,0.280,17.437,0
2015-05-03 15:00,2015-05-03 16:00,30.917,0.148,0.229,16.522,0
2015-05-03 16:00,2015-05-03 17:00,30.873,0.156,0.220,15.515,0
2015-05-03 17:00,2015-05-03 18:00,9.133,0.006,0.117,14.760,0
2015-05-03 18:00,2015-05-03 19:00,5.370,0,0.079,13.875,0
2015-05-03 19:00,2015-05-03 20:00,0.051,-0,0.007,12.767,0
2015-05-03 20:00,2015-05-03 21:00,0,0,0,12.243,0
2015-05-03 21:00,2015-05-03 22:00,0,0,0,12.214,0
2015-05-03 22:00,2015-05-03 23:00,0,0,0,12.281,0
2015-05-03 23:00,2015-05-04 00:00,0,0,0,12.058,0
2015-05-04 00:00,2015-05-04 01:00,0,0,0,11.481,0
2015-05-04 01:00,2015-05-04 02:00,0,0,0,10.738,0
2015-05-04 02:00,2015-05-04 03:00,0,0,0,10.050,0
2015-05-04 03:00,2015-05-04 04:00,0,0,0,9.597,0
2015-05-04 04:00,2015-05-04 05:00,0,0,0,9.305,0
2015-05-04 05:00,2015-05-04 06:00,1.172,0,0.025,9.430,0
2015-05-04 06:00,2015-05-04 07:00,10.783,0.069,0.070,10.069,0
2015-05-04 07:00,2015-05-04 08:00,25.972,0.172,0.140,11.088,0
2015-05-04 08:00,2015-05-04 09:00,39.941,0.283,0.197,12.283,0
2015-05-04 09:00,2015-05-04 10:00,35.498,0.110,0.318,13.530,0
2015-05-04 10:00,2015-05-04 11:00,29.696,0.045,0.315,14.848,0
2015-05-04 11:00,2015-05-04 12:00,61.795,0.438,0.340,15.756,0
2015-05-04 12:00,2015-05-04 13:00,66.143,0.502,0.341,16.381,0
2015-05-04 13:00,2015-05-04 14:00,39.570,0.119,0.365,16.654,0
2015-05-04 14:00,2015-05-04 15:00,11.893,0.001,0.154,16.041,0
2015-05-04 15:00,2015-05-04 16:00,8.269,0,0.113,15.008,0
2015-05-04 16:00,2015-05-04 17:00,6.265,0,0.089,14.191,0
2015-05-04 17:00,2015-05-04 18:00,3.361,0,0.054,13.562,0
2015-05-04 18:00,2015-05-04 19:00,1.380,-0,0.029,12.916,0
2015-05-04 19:00,2015-05-04 20:00,0,-0,0.003,12.443,0
2015-05-04 20:00,2015-05-04 21:00,0,0,0,12.131,0
2015-05-04 21:00,2015-05-04 22:00,0,0,0,11.821,0
2015-05-04 22:00,2015-05-04 23:00,0,0,0,11.822,0
2015-05-04 23:00,2015-05-05 00:00,0,0,0,12.088,0
2015-05-05 00:00,2015-05-05 01:00,0,0,0,12.630,0
2015-05-05 01:00,2015-05-05 02:00,0,0,0,13.070,0
2015-05-05 02:00,2015-05-05 03:00,0,0,0,13.186,0
2015-05-05 03:00,2015-05-05 04:00,0,0,0,13.251,0
2015-05-05 04:00,2015-05-05 05:00,0,0,0,13.111,0
2015-05-05 05:00,2015-05-05 06:00,0.341,0,0.013,12.624,0
2015-05-05 06:00,2015-05-05 07:00,1.232,0,0.026,11.971,0
2015-05-05 07:00,2015-05-05 08:00,4.923,0,0.073,12.035,0
2015-05-05 08:00,2015-05-05 09:00,9.796,0.001,0.129,12.857,0
2015-05-05 09:00,2015-05-05 10:00,28.983,0.122,0.229,13.607,0
2015-05-05 10:00,2015-05-05 11:00,62.582,0.489,0.294,14.279,0
2015-05-05 11:00,2015-05-05 12:00,44.997,0.158,0.391,14.569,0
2015-05-05 12:00,2015-05-05 13:00,45.028,0.151,0.398,14.615,0
2015-05-05 13:00,2015-05-05 14:00,29.746,0.042,0.319,14.625,0
2015-05-05 14:00,2015-05-05 15:00,10.800,0,0.141,14.289,0
2015-05-05 15:00,2015-05-05 16:00,9.294,0,0.124,13.871,0
2015-05-05 16:00,2015-05-05 17:00,6.636,0,0.093,13.636,0
2015-05-05 17:00,2015-05-05 18:00,13.018,0.027,0.139,12.882,0
2015-05-05 18:00,2015-05-05 19:00,4.339,0,0.066,11.969,0
2015-05-05 19:00,2015-05-05 20:00,0,0,0.005,10.991,0
2015-05-05 20:00,2015-05-05 21:00,0,0,0,10.376,0
2015-05-05 21:00,2015-05-05 22:00,0,0,0,9.913,0
2015-05-05 22:00,2015-05-05 23:00,0,0,0,9.490,0
2015-05-05 23:00,2015-05-06 00:00,0,0,0,9.314,0
2015-05-06 00:00,2015-05-06 01:00,0,0,0,9.214,0
2015-05-06 01:00,2015-05-06 02:00,0,0,0,9.049,0
2015-05-06 02:00,2015-05-06 03:00,0,0,0,8.907,0
2015-05-06 03:00,2015-05-06 04:00,0,0,0,8.977,0
2015-05-06 04:00,2015-05-06 05:00,0,0,0,9.050,0
2015-05-06 05:00,2015-05-06 06:00,1.250,0,0.027,9.145,0
2015-05-06 06:00,2015-05-06 07:00,8.219,0.026,0.084,9.556,0
2015-05-06 07:00,2015-05-06 08:00,27.919,0.226,0.107,10.287,0
2015-05-06 08:00,2015-05-06 09:00,30.280,0.157,0.205,11.408,0
2015-05-06 09:00,2015-05-06 10:00,16.530,0.009,0.196,11.879,0
2015-05-06 10:00,2015-05-06 11:00,17.774,0.006,0.213,11.727,0
2015-05-06 11:00,2015-05-06 12:00,42.966,0.148,0.369,12.131,0
2015-05-06 12:00,2015-05-06 13:00,37.932,0.083,0.374,12.893,0
2015-05-06 13:00,2015-05-06 14:00,26.951,0.030,0.296,13.322,0
2015-05-06 14:00,2015-05-06 15:00,14.098,0.005,0.173,13.531,0
2015-05-06 15:00,2015-05-06 16:00,15.864,0.004,0.194,13.517,0
2015-05-06 16:00,2015-05-06 17:00,12.762,0.002,0.161,13.158,0
2015-05-06 17:00,2015-05-06 18:00,9.119,0.002,0.119,12.416,0
2015-05-06 18:00,2015-05-06 19:00,3.200,0,0.052,11.413,0
2015-05-06 19:00,2015-05-06 20:00,0.196,0,0.010,10.329,0
2015-05-06 20:00,2015-05-06 21:00,0,0,0,9.660,0
2015-05-06 21:00,2015-05-06 22:00,0,0,0,9.267,0
2015-05-06 22:00,2015-05-06 23:00,0,0,0,8.903,0
2015-05-06 23:00,2015-05-07 00:00,0,0,0,8.663,0
2015-05-07 00:00,2015-05-07 01:00,0,0,0,8.509,0
2015-05-07 01:00,2015-05-07 02:00,0,0,0,8.338,0
2015-05-07 02:00,2015-05-07 03:00,0,0,0,8.083,0
2015-05-07 03:00,2015-05-07 04:00,0,0,0,7.790,0
2015-05-07 04:00,2015-05-07 05:00,0,0,0,7.474,0
2015-05-07 05:00,2015-05-07 06:00,1.378,0,0.028,7.876,0
2015-05-07 06:00,2015-05-07 07:00,10.308,0.044,0.089,8.938,0
2015-05-07 07:00,2015-05-07 08:00,22.059,0.105,0.161,10.546,0
2015-05-07 08:00,2015-05-07 09:00,23.490,0.041,0.243,11.940,0
