# Renewables.ninja Solar PV (Point API) - 51.379, -2.359 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"local_time": true, "header": true, "lat": "51.37879861436647", "lon": "-2.358966151271851", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "capacity": "100", "system_loss": "0.15", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-01-01 00:00,2015-01-01 00:00,0,0,0,8.038,0
2015-01-01 01:00,2015-01-01 01:00,0,0,0,8.070,0
2015-01-01 02:00,2015-01-01 02:00,0,0,0,8.258,0
2015-01-01 03:00,2015-01-01 03:00,0,0,0,8.791,0
2015-01-01 04:00,2015-01-01 04:00,0,0,0,9.293,0
2015-01-01 05:00,2015-01-01 05:00,0,0,0,9.567,0
2015-01-01 06:00,2015-01-01 06:00,0,0,0,9.510,0
2015-01-01 07:00,2015-01-01 07:00,0,0,0,9.849,0
2015-01-01 08:00,2015-01-01 08:00,0,0,0.001,10.202,0
2015-01-01 09:00,2015-01-01 09:00,0.309,0,0.012,10.523,0
2015-01-01 10:00,2015-01-01 10:00,1.319,0,0.028,10.863,0
2015-01-01 11:00,2015-01-01 11:00,1.619,0,0.032,11.165,0
2015-01-01 12:00,2015-01-01 12:00,4.391,0.003,0.064,11.370,0
2015-01-01 13:00,2015-01-01 13:00,2.322,0,0.041,11.588,0
2015-01-01 14:00,2015-01-01 14:00,2.160,0,0.039,11.778,0
2015-01-01 15:00,2015-01-01 15:00,0.145,0,0.009,11.722,0
2015-01-01 16:00,2015-01-01 16:00,0,0,0.001,11.658,0
2015-01-01 17:00,2015-01-01 17:00,0,0,0,11.725,0
2015-01-01 18:00,2015-01-01 18:00,0,0,0,11.873,0
2015-01-01 19:00,2015-01-01 19:00,0,0,0,12.036,0
2015-01-01 20:00,2015-01-01 20:00,0,0,0,12.142,0
2015-01-01 21:00,2015-01-01 21:00,0,0,0,12.339,0
2015-01-01 22:00,2015-01-01 22:00,0,0,0,12.604,0
2015-01-01 23:00,2015-01-01 23:00,0,0,0,12.813,0
2015-01-02 00:00,2015-01-02 00:00,0,0,0,12.912,0
2015-01-02 01:00,2015-01-02 01:00,0,0,0,12.642,0
2015-01-02 02:00,2015-01-02 02:00,0,0,0,11.357,0
2015-01-02 03:00,2015-01-02 03:00,0,0,0,9.702,0
2015-01-02 04:00,2015-01-02 04:00,0,0,0,8.710,0
2015-01-02 05:00,2015-01-02 05:00,0,0,0,7.918,0
2015-01-02 06:00,2015-01-02 06:00,0,0,0,7.264,0
2015-01-02 07:00,2015-01-02 07:00,0,0,0,6.827,0
2015-01-02 08:00,2015-01-02 08:00,0.427,0.011,0.003,6.359,0
2015-01-02 09:00,2015-01-02 09:00,13.249,0.132,0.032,6.616,0
2015-01-02 10:00,2015-01-02 10:00,32.902,0.328,0.058,7.519,0
2015-01-02 11:00,2015-01-02 11:00,43.739,0.439,0.079,8.402,0
2015-01-02 12:00,2015-01-02 12:00,48.649,0.493,0.087,8.766,0
2015-01-02 13:00,2015-01-02 13:00,44.761,0.441,0.090,8.459,0
2015-01-02 14:00,2015-01-02 14:00,34.906,0.332,0.078,7.639,0
2015-01-02 15:00,2015-01-02 15:00,15.930,0.143,0.050,5.528,0
2015-01-02 16:00,2015-01-02 16:00,0.155,0.006,0.004,3.400,0
2015-01-02 17:00,2015-01-02 17:00,0,0,0,3.415,0
2015-01-02 18:00,2015-01-02 18:00,0,0,0,3.776,0
2015-01-02 19:00,2015-01-02 19:00,0,0,0,3.240,0
2015-01-02 20:00,2015-01-02 20:00,0,0,0,3.475,0
2015-01-02 21:00,2015-01-02 21:00,0,0,0,3.744,0
2015-01-02 22:00,2015-01-02 22:00,0,0,0,3.811,0
2015-01-02 23:00,2015-01-02 23:00,0,0,0,3.754,0
2015-01-03 00:00,2015-01-03 00:00,0,0,0,2.981,0
2015-01-03 01:00,2015-01-03 01:00,0,0,0,3.324,0
2015-01-03 02:00,2015-01-03 02:00,0,0,0,3.805,0
2015-01-03 03:00,2015-01-03 03:00,0,0,0,4.012,0
2015-01-03 04:00,2015-01-03 04:00,0,0,0,4.108,0
2015-01-03 05:00,2015-01-03 05:00,0,0,0,4.294,0
2015-01-03 06:00,2015-01-03 06:00,0,0,0,4.215,0
2015-01-03 07:00,2015-01-03 07:00,0,0,0,4.999,0
2015-01-03 08:00,2015-01-03 08:00,0,0,0.001,6.359,0
2015-01-03 09:00,2015-01-03 09:00,12.583,0.136,0.022,7.915,0
2015-01-03 10:00,2015-01-03 10:00,3.737,0.008,0.050,9.951,0
2015-01-03 11:00,2015-01-03 11:00,4.777,0.002,0.069,11.224,0
2015-01-03 12:00,2015-01-03 12:00,4.028,0.001,0.061,11.826,0
2015-01-03 13:00,2015-01-03 13:00,3.016,0.001,0.049,11.825,0
2015-01-03 14:00,2015-01-03 14:00,3.488,0.004,0.051,10.728,0
2015-01-03 15:00,2015-01-03 15:00,0.890,0.001,0.020,7.968,0
2015-01-03 16:00,2015-01-03 16:00,0,0,0.001,4.898,0
2015-01-03 17:00,2015-01-03 17:00,0,0,0,3.112,0
2015-01-03 18:00,2015-01-03 18:00,0,0,0,2.421,0
2015-01-03 19:00,2015-01-03 19:00,0,0,0,2.231,0
2015-01-03 20:00,2015-01-03 20:00,0,0,0,2.058,0
2015-01-03 21:00,2015-01-03 21:00,0,0,0,1.915,0
2015-01-03 22:00,2015-01-03 22:00,0,0,0,1.867,0
2015-01-03 23:00,2015-01-03 23:00,0,0,0,1.874,0
2015-01-04 00:00,2015-01-04 00:00,0,0,0,1.829,0
2015-01-04 01:00,2015-01-04 01:00,0,0,0,1.641,0
2015-01-04 02:00,2015-01-04 02:00,0,0,0,1.437,0
2015-01-04 03:00,2015-01-04 03:00,0,0,0,1.262,0
2015-01-04 04:00,2015-01-04 04:00,0,0,0,0.978,0
2015-01-04 05:00,2015-01-04 05:00,0,0,0,0.765,0
2015-01-04 06:00,2015-01-04 06:00,0,0,0,0.534,0
2015-01-04 07:00,2015-01-04 07:00,0,0,0,0.291,0
2015-01-04 08:00,2015-01-04 08:00,0,0,0.001,0.218,0
2015-01-04 09:00,2015-01-04 09:00,0.108,0,0.008,0.482,0
2015-01-04 10:00,2015-01-04 10:00,2.738,0.001,0.044,1.090,0
2015-01-04 11:00,2015-01-04 11:00,3.690,0.002,0.054,2.012,0
2015-01-04 12:00,2015-01-04 12:00,3.443,0,0.053,2.857,0
2015-01-04 13:00,2015-01-04 13:00,17.384,0.104,0.104,3.437,0
2015-01-04 14:00,2015-01-04 14:00,5.601,0.014,0.064,3.729,0
2015-01-04 15:00,2015-01-04 15:00,1.456,0.003,0.026,3.677,0
2015-01-04 16:00,2015-01-04 16:00,0,0,0.002,3.691,0
2015-01-04 17:00,2015-01-04 17:00,0,0,0,3.873,0
2015-01-04 18:00,2015-01-04 18:00,0,0,0,4.122,0
2015-01-04 19:00,2015-01-04 19:00,0,0,0,4.409,0
2015-01-04 20:00,2015-01-04 20:00,0,0,0,4.669,0
2015-01-04 21:00,2015-01-04 21:00,0,0,0,4.943,0
2015-01-04 22:00,2015-01-04 22:00,0,0,0,5.167,0
2015-01-04 23:00,2015-01-04 23:00,0,0,0,5.329,0
2015-01-05 00:00,2015-01-05 00:00,0,0,0,5.547,0
2015-01-05 01:00,2015-01-05 01:00,0,0,0,5.864,0
2015-01-05 02:00,2015-01-05 02:00,0,0,0,6.162,0
2015-01-05 03:00,2015-01-05 03:00,0,0,0,6.352,0
2015-01-05 04:00,2015-01-05 04:00,0,0,0,6.454,0
2015-01-05 05:00,2015-01-05 05:00,0,0,0,6.532,0
2015-01-05 06:00,2015-01-05 06:00,0,0,0,6.565,0
2015-01-05 07:00,2015-01-05 07:00,0,0,0,6.782,0
2015-01-05 08:00,2015-01-05 08:00,0,0,0.001,7.179,0
2015-01-05 09:00,2015-01-05 09:00,2.049,0.007,0.030,7.981,0
2015-01-05 10:00,2015-01-05 10:00,4.538,0.008,0.059,8.626,0
2015-01-05 11:00,2015-01-05 11:00,4.861,0.001,0.070,9.117,0
2015-01-05 12:00,2015-01-05 12:00,3.682,0,0.057,9.359,0
2015-01-05 13:00,2015-01-05 13:00,3.939,0,0.060,9.349,0
2015-01-05 14:00,2015-01-05 14:00,2.513,0,0.043,9.085,0
2015-01-05 15:00,2015-01-05 15:00,0.858,0.001,0.020,8.583,0
2015-01-05 16:00,2015-01-05 16:00,0,0,0.001,8.112,0
2015-01-05 17:00,2015-01-05 17:00,0,0,0,8.085,0
2015-01-05 18:00,2015-01-05 18:00,0,0,0,8.083,0
2015-01-05 19:00,2015-01-05 19:00,0,0,0,8.292,0
2015-01-05 20:00,2015-01-05 20:00,0,0,0,8.437,0
2015-01-05 21:00,2015-01-05 21:00,0,0,0,8.504,0
2015-01-05 22:00,2015-01-05 22:00,0,0,0,8.566,0
2015-01-05 23:00,2015-01-05 23:00,0,0,0,8.706,0
2015-01-06 00:00,2015-01-06 00:00,0,0,0,8.863,0
2015-01-06 01:00,2015-01-06 01:00,0,0,0,8.923,0
2015-01-06 02:00,2015-01-06 02:00,0,0,0,8.924,0
2015-01-06 03:00,2015-01-06 03:00,0,0,0,8.871,0
2015-01-06 04:00,2015-01-06 04:00,0,0,0,9.084,0
2015-01-06 05:00,2015-01-06 05:00,0,0,0,9.356,0
2015-01-06 06:00,2015-01-06 06:00,0,0,0,9.427,0
2015-01-06 07:00,2015-01-06 07:00,0,0,0,9.186,0
2015-01-06 08:00,2015-01-06 08:00,0,0,0.002,9.219,0
2015-01-06 09:00,2015-01-06 09:00,0.200,0,0.010,9.439,0
2015-01-06 10:00,2015-01-06 10:00,2.651,0.005,0.039,8.841,0
2015-01-06 11:00,2015-01-06 11:00,30.681,0.263,0.098,8.072,0
2015-01-06 12:00,2015-01-06 12:00,27.719,0.210,0.117,7.840,0
2015-01-06 13:00,2015-01-06 13:00,35.239,0.303,0.112,7.779,0
2015-01-06 14:00,2015-01-06 14:00,31.479,0.286,0.084,7.353,0
2015-01-06 15:00,2015-01-06 15:00,17.824,0.161,0.053,5.680,0
2015-01-06 16:00,2015-01-06 16:00,0.342,0.007,0.005,3.388,0
2015-01-06 17:00,2015-01-06 17:00,0,0,0,2.597,0
2015-01-06 18:00,2015-01-06 18:00,0,0,0,2.106,0
2015-01-06 19:00,2015-01-06 19:00,0,0,0,1.954,0
2015-01-06 20:00,2015-01-06 20:00,0,0,0,1.920,0
2015-01-06 21:00,2015-01-06 21:00,0,0,0,2.672,0
2015-01-06 22:00,2015-01-06 22:00,0,0,0,3.250,0
2015-01-06 23:00,2015-01-06 23:00,0,0,0,3.683,0
2015-01-07 00:00,2015-01-07 00:00,0,0,0,4.274,0
2015-01-07 01:00,2015-01-07 01:00,0,0,0,4.681,0
2015-01-07 02:00,2015-01-07 02:00,0,0,0,4.621,0
2015-01-07 03:00,2015-01-07 03:00,0,0,0,4.441,0
2015-01-07 04:00,2015-01-07 04:00,0,0,0,4.423,0
2015-01-07 05:00,2015-01-07 05:00,0,0,0,4.223,0
2015-01-07 06:00,2015-01-07 06:00,0,0,0,4.401,0
2015-01-07 07:00,2015-01-07 07:00,0,0,0,4.606,0
2015-01-07 08:00,2015-01-07 08:00,0,0.002,0.003,5.083,0
2015-01-07 09:00,2015-01-07 09:00,2.817,0.013,0.033,6.072,0
2015-01-07 10:00,2015-01-07 10:00,4.965,0.008,0.064,7.044,0
2015-01-07 11:00,2015-01-07 11:00,7.037,0.008,0.087,7.817,0
2015-01-07 12:00,2015-01-07 12:00,9.034,0.016,0.102,8.299,0
2015-01-07 13:00,2015-01-07 13:00,6.977,0.012,0.083,8.500,0
2015-01-07 14:00,2015-01-07 14:00,3.225,0.002,0.050,8.654,0
2015-01-07 15:00,2015-01-07 15:00,0.256,0,0.011,8.735,0
2015-01-07 16:00,2015-01-07 16:00,0,0,0.001,8.866,0
2015-01-07 17:00,2015-01-07 17:00,0,0,0,9.127,0
2015-01-07 18:00,2015-01-07 18:00,0,0,0,9.364,0
2015-01-07 19:00,2015-01-07 19:00,0,0,0,9.576,0
2015-01-07 20:00,2015-01-07 20:00,0,0,0,9.788,0
2015-01-07 21:00,2015-01-07 21:00,0,0,0,10.163,0
2015-01-07 22:00,2015-01-07 22:00,0,0,0,10.660,0
2015-01-07 23:00,2015-01-07 23:00,0,0,0,11.101,0
2015-01-08 00:00,2015-01-08 00:00,0,0,0,11.407,0
2015-01-08 01:00,2015-01-08 01:00,0,0,0,11.449,0
2015-01-08 02:00,2015-01-08 02:00,0,0,0,11.392,0
2015-01-08 03:00,2015-01-08 03:00,0,0,0,10.873,0
2015-01-08 04:00,2015-01-08 04:00,0,0,0,10.217,0
2015-01-08 05:00,2015-01-08 05:00,0,0,0,9.740,0
2015-01-08 06:00,2015-01-08 06:00,0,0,0,9.367,0
2015-01-08 07:00,2015-01-08 07:00,0,0,0,8.886,0
2015-01-08 08:00,2015-01-08 08:00,0,0,0.001,8.587,0
2015-01-08 09:00,2015-01-08 09:00,1.063,0.003,0.021,8.517,0
2015-01-08 10:00,2015-01-08 10:00,3.625,0.005,0.052,8.281,0
2015-01-08 11:00,2015-01-08 11:00,39.693,0.405,0.064,8.682,0
2015-01-08 12:00,2015-01-08 12:00,52.068,0.544,0.081,9.187,0
2015-01-08 13:00,2015-01-08 13:00,23.156,0.174,0.103,9.418,0
2015-01-08 14:00,2015-01-08 14:00,35.663,0.341,0.080,8.969,0
2015-01-08 15:00,2015-01-08 15:00,19.444,0.179,0.055,7.620,0
2015-01-08 16:00,2015-01-08 16:00,0.803,0.013,0.007,6.002,0
2015-01-08 17:00,2015-01-08 17:00,0,0,0,6.387,0
2015-01-08 18:00,2015-01-08 18:00,0,0,0,6.448,0
2015-01-08 19:00,2015-01-08 19:00,0,0,0,6.459,0
2015-01-08 20:00,2015-01-08 20:00,0,0,0,6.555,0
2015-01-08 21:00,2015-01-08 21:00,0,0,0,6.711,0
2015-01-08 22:00,2015-01-08 22:00,0,0,0,7.062,0
2015-01-08 23:00,2015-01-08 23:00,0,0,0,7.602,0
2015-01-09 00:00,2015-01-09 00:00,0,0,0,8.311,0
2015-01-09 01:00,2015-01-09 01:00,0,0,0,9.197,0
2015-01-09 02:00,2015-01-09 02:00,0,0,0,9.837,0
2015-01-09 03:00,2015-01-09 03:00,0,0,0,10.627,0
2015-01-09 04:00,2015-01-09 04:00,0,0,0,11.114,0
2015-01-09 05:00,2015-01-09 05:00,0,0,0,11.062,0
2015-01-09 06:00,2015-01-09 06:00,0,0,0,11.076,0
2015-01-09 07:00,2015-01-09 07:00,0,0,0,11.068,0
2015-01-09 08:00,2015-01-09 08:00,0,0,0.002,10.857,0
2015-01-09 09:00,2015-01-09 09:00,12.797,0.127,0.035,10.762,0
2015-01-09 10:00,2015-01-09 10:00,34.424,0.353,0.058,11.019,0
2015-01-09 11:00,2015-01-09 11:00,44.758,0.458,0.080,11.445,0
2015-01-09 12:00,2015-01-09 12:00,46.752,0.470,0.095,12.058,0
2015-01-09 13:00,2015-01-09 13:00,28.108,0.242,0.096,12.293,0
2015-01-09 14:00,2015-01-09 14:00,2.351,0.001,0.041,12.549,0
2015-01-09 15:00,2015-01-09 15:00,0.837,0.001,0.020,13.039,0
2015-01-09 16:00,2015-01-09 16:00,0,0,0.002,13.440,0
2015-01-09 17:00,2015-01-09 17:00,0,0,0,13.743,0
2015-01-09 18:00,2015-01-09 18:00,0,0,0,13.715,0
2015-01-09 19:00,2015-01-09 19:00,0,0,0,13.600,0
2015-01-09 20:00,2015-01-09 20:00,0,0,0,13.402,0
2015-01-09 21:00,2015-01-09 21:00,0,0,0,13.102,0
2015-01-09 22:00,2015-01-09 22:00,0,0,0,12.837,0
2015-01-09 23:00,2015-01-09 23:00,0,0,0,12.701,0
2015-01-10 00:00,2015-01-10 00:00,0,0,0,12.579,0
2015-01-10 01:00,2015-01-10 01:00,0,0,0,12.469,0
2015-01-10 02:00,2015-01-10 02:00,0,0,0,12.397,0
2015-01-10 03:00,2015-01-10 03:00,0,0,0,12.380,0
2015-01-10 04:00,2015-01-10 04:00,0,0,0,12.525,0
2015-01-10 05:00,2015-01-10 05:00,0,0,0,12.709,0
2015-01-10 06:00,2015-01-10 06:00,0,0,0,12.838,0
2015-01-10 07:00,2015-01-10 07:00,0,0,0,13.028,0
2015-01-10 08:00,2015-01-10 08:00,0,0,0.001,12.404,0
2015-01-10 09:00,2015-01-10 09:00,0.099,0,0.008,9.629,0
2015-01-10 10:00,2015-01-10 10:00,13.075,0.105,0.059,8.896,0
2015-01-10 11:00,2015-01-10 11:00,12.046,0.065,0.088,8.307,0
2015-01-10 12:00,2015-01-10 12:00,23.103,0.146,0.129,7.429,0
2015-01-10 13:00,2015-01-10 13:00,15.235,0.072,0.114,6.929,0
2015-01-10 14:00,2015-01-10 14:00,24.410,0.191,0.097,6.470,0
2015-01-10 15:00,2015-01-10 15:00,14.055,0.114,0.059,5.486,0
2015-01-10 16:00,2015-01-10 16:00,0.548,0.009,0.007,4.242,0
2015-01-10 17:00,2015-01-10 17:00,0,0,0,3.709,0
2015-01-10 18:00,2015-01-10 18:00,0,0,0,3.501,0
2015-01-10 19:00,2015-01-10 19:00,0,0,0,3.514,0
2015-01-10 20:00,2015-01-10 20:00,0,0,0,3.595,0
2015-01-10 21:00,2015-01-10 21:00,0,0,0,3.626,0
2015-01-10 22:00,2015-01-10 22:00,0,0,0,3.627,0
2015-01-10 23:00,2015-01-10 23:00,0,0,0,3.673,0
2015-01-11 00:00,2015-01-11 00:00,0,0,0,3.759,0
2015-01-11 01:00,2015-01-11 01:00,0,0,0,3.730,0
2015-01-11 02:00,2015-01-11 02:00,0,0,0,3.571,0
2015-01-11 03:00,2015-01-11 03:00,0,0,0,3.342,0
2015-01-11 04:00,2015-01-11 04:00,0,0,0,3.229,0
2015-01-11 05:00,2015-01-11 05:00,0,0,0,3.176,0
2015-01-11 06:00,2015-01-11 06:00,0,0,0,3.153,0
2015-01-11 07:00,2015-01-11 07:00,0,0,0,3.207,0
2015-01-11 08:00,2015-01-11 08:00,0.270,0.007,0.004,3.536,0
2015-01-11 09:00,2015-01-11 09:00,14.497,0.142,0.035,4.709,0
2015-01-11 10:00,2015-01-11 10:00,24.239,0.204,0.081,5.725,0
2015-01-11 11:00,2015-01-11 11:00,32.643,0.271,0.111,6.419,0
2015-01-11 12:00,2015-01-11 12:00,20.102,0.117,0.124,7.136,0
2015-01-11 13:00,2015-01-11 13:00,6.970,0.004,0.091,7.529,0
2015-01-11 14:00,2015-01-11 14:00,3.494,0.004,0.051,7.675,0
2015-01-11 15:00,2015-01-11 15:00,1.942,0.002,0.033,7.351,0
2015-01-11 16:00,2015-01-11 16:00,0,0,0.002,6.804,0
2015-01-11 17:00,2015-01-11 17:00,0,0,0,6.861,0
2015-01-11 18:00,2015-01-11 18:00,0,0,0,7.078,0
2015-01-11 19:00,2015-01-11 19:00,0,0,0,7.164,0
2015-01-11 20:00,2015-01-11 20:00,0,0,0,7.345,0
2015-01-11 21:00,2015-01-11 21:00,0,0,0,7.515,0
2015-01-11 22:00,2015-01-11 22:00,0,0,0,7.663,0
2015-01-11 23:00,2015-01-11 23:00,0,0,0,7.690,0
2015-01-12 00:00,2015-01-12 00:00,0,0,0,7.746,0
2015-01-12 01:00,2015-01-12 01:00,0,0,0,7.909,0
2015-01-12 02:00,2015-01-12 02:00,0,0,0,8.027,0
2015-01-12 03:00,2015-01-12 03:00,0,0,0,8.176,0
2015-01-12 04:00,2015-01-12 04:00,0,0,0,8.488,0
2015-01-12 05:00,2015-01-12 05:00,0,0,0,8.862,0
2015-01-12 06:00,2015-01-12 06:00,0,0,0,9.218,0
2015-01-12 07:00,2015-01-12 07:00,0,0,0,9.602,0
2015-01-12 08:00,2015-01-12 08:00,0,0,0.001,10.167,0
2015-01-12 09:00,2015-01-12 09:00,4.622,0.034,0.035,10.655,0
2015-01-12 10:00,2015-01-12 10:00,3.028,0.002,0.047,11.024,0
2015-01-12 11:00,2015-01-12 11:00,2.941,0.001,0.048,11.295,0
2015-01-12 12:00,2015-01-12 12:00,5.336,0.001,0.077,11.366,0
2015-01-12 13:00,2015-01-12 13:00,5.249,0.001,0.076,11.273,0
2015-01-12 14:00,2015-01-12 14:00,3.697,0.001,0.057,10.957,0
2015-01-12 15:00,2015-01-12 15:00,1.580,0.001,0.031,10.560,0
2015-01-12 16:00,2015-01-12 16:00,0,0,0.002,10.215,0
2015-01-12 17:00,2015-01-12 17:00,0,0,0,10.144,0
2015-01-12 18:00,2015-01-12 18:00,0,0,0,10.372,0
2015-01-12 19:00,2015-01-12 19:00,0,0,0,10.596,0
2015-01-12 20:00,2015-01-12 20:00,0,0,0,10.793,0
2015-01-12 21:00,2015-01-12 21:00,0,0,0,10.778,0
2015-01-12 22:00,2015-01-12 22:00,0,0,0,9.940,0
2015-01-12 23:00,2015-01-12 23:00,0,0,0,8.526,0
2015-01-13 00:00,2015-01-13 00:00,0,0,0,7.474,0
2015-01-13 01:00,2015-01-13 01:00,0,0,0,7.068,0
2015-01-13 02:00,2015-01-13 02:00,0,0,0,6.961,0
2015-01-13 03:00,2015-01-13 03:00,0,0,0,6.973,0
2015-01-13 04:00,2015-01-13 04:00,0,0,0,7.057,0
2015-01-13 05:00,2015-01-13 05:00,0,0,0,7.018,0
2015-01-13 06:00,2015-01-13 06:00,0,0,0,6.549,0
2015-01-13 07:00,2015-01-13 07:00,0,0,0,5.598,0
2015-01-13 08:00,2015-01-13 08:00,0.181,0.005,0.005,5.162,0
2015-01-13 09:00,2015-01-13 09:00,10.930,0.098,0.040,5.918,0
2015-01-13 10:00,2015-01-13 10:00,10.548,0.059,0.075,6.225,0
2015-01-13 11:00,2015-01-13 11:00,8.134,0.045,0.063,6.402,0
2015-01-13 12:00,2015-01-13 12:00,25.857,0.200,0.104,6.421,0
2015-01-13 13:00,2015-01-13 13:00,35.219,0.340,0.072,6.262,0
2015-01-13 14:00,2015-01-13 14:00,30.504,0.265,0.091,6.111,0
2015-01-13 15:00,2015-01-13 15:00,11.213,0.083,0.059,5.702,0
2015-01-13 16:00,2015-01-13 16:00,0,0,0.004,4.977,0
2015-01-13 17:00,2015-01-13 17:00,0,0,0,4.011,0
2015-01-13 18:00,2015-01-13 18:00,0,0,0,3.336,0
2015-01-13 19:00,2015-01-13 19:00,0,0,0,2.838,0
2015-01-13 20:00,2015-01-13 20:00,0,0,0,2.541,0
2015-01-13 21:00,2015-01-13 21:00,0,0,0,2.486,0
2015-01-13 22:00,2015-01-13 22:00,0,0,0,2.667,0
2015-01-13 23:00,2015-01-13 23:00,0,0,0,2.828,0
2015-01-14 00:00,2015-01-14 00:00,0,0,0,2.757,0
2015-01-14 01:00,2015-01-14 01:00,0,0,0,2.632,0
2015-01-14 02:00,2015-01-14 02:00,0,0,0,2.508,0
2015-01-14 03:00,2015-01-14 03:00,0,0,0,2.457,0
2015-01-14 04:00,2015-01-14 04:00,0,0,0,2.438,0
2015-01-14 05:00,2015-01-14 05:00,0,0,0,2.236,0
2015-01-14 06:00,2015-01-14 06:00,0,0,0,2.363,0
2015-01-14 07:00,2015-01-14 07:00,0,0,0,2.371,0
2015-01-14 08:00,2015-01-14 08:00,0,0.001,0.002,2.292,0
2015-01-14 09:00,2015-01-14 09:00,8.199,0.071,0.036,2.811,0
2015-01-14 10:00,2015-01-14 10:00,35.709,0.351,0.062,3.871,0
2015-01-14 11:00,2015-01-14 11:00,44.322,0.427,0.090,5.122,0
2015-01-14 12:00,2015-01-14 12:00,57.629,0.613,0.074,6.062,0
2015-01-14 13:00,2015-01-14 13:00,31.762,0.252,0.119,6.184,0
2015-01-14 14:00,2015-01-14 14:00,13.387,0.065,0.100,5.780,0
2015-01-14 15:00,2015-01-14 15:00,12.213,0.089,0.063,5.493,0
2015-01-14 16:00,2015-01-14 16:00,0.285,0.004,0.008,5.889,0
2015-01-14 17:00,2015-01-14 17:00,0,0,0,6.798,0
2015-01-14 18:00,2015-01-14 18:00,0,0,0,7.594,0
2015-01-14 19:00,2015-01-14 19:00,0,0,0,8.248,0
2015-01-14 20:00,2015-01-14 20:00,0,0,0,8.797,0
2015-01-14 21:00,2015-01-14 21:00,0,0,0,9.232,0
2015-01-14 22:00,2015-01-14 22:00,0,0,0,9.996,0
2015-01-14 23:00,2015-01-14 23:00,0,0,0,10.692,0
2015-01-15 00:00,2015-01-15 00:00,0,0,0,11.246,0
2015-01-15 01:00,2015-01-15 01:00,0,0,0,11.315,0
2015-01-15 02:00,2015-01-15 02:00,0,0,0,9.993,0
2015-01-15 03:00,2015-01-15 03:00,0,0,0,7.886,0
2015-01-15 04:00,2015-01-15 04:00,0,0,0,6.543,0
2015-01-15 05:00,2015-01-15 05:00,0,0,0,6.080,0
2015-01-15 06:00,2015-01-15 06:00,0,0,0,5.911,0
2015-01-15 07:00,2015-01-15 07:00,0,0,0,5.651,0
2015-01-15 08:00,2015-01-15 08:00,1.951,0.031,0.004,5.676,0
2015-01-15 09:00,2015-01-15 09:00,14.379,0.143,0.034,6.226,0
2015-01-15 10:00,2015-01-15 10:00,14.356,0.096,0.081,6.882,0
2015-01-15 11:00,2015-01-15 11:00,31.139,0.251,0.115,7.051,0
2015-01-15 12:00,2015-01-15 12:00,46.120,0.441,0.102,6.588,0
2015-01-15 13:00,2015-01-15 13:00,25.081,0.218,0.077,6.086,0
2015-01-15 14:00,2015-01-15 14:00,34.865,0.314,0.093,5.765,0
2015-01-15 15:00,2015-01-15 15:00,19.823,0.171,0.065,5.267,0
2015-01-15 16:00,2015-01-15 16:00,1.442,0.019,0.010,4.510,0
2015-01-15 17:00,2015-01-15 17:00,0,0,0,4.155,0
2015-01-15 18:00,2015-01-15 18:00,0,0,0,4.013,0
2015-01-15 19:00,2015-01-15 19:00,0,0,0,3.935,0
2015-01-15 20:00,2015-01-15 20:00,0,0,0,3.909,0
2015-01-15 21:00,2015-01-15 21:00,0,0,0,3.927,0
2015-01-15 22:00,2015-01-15 22:00,0,0,0,3.860,0
2015-01-15 23:00,2015-01-15 23:00,0,0,0,3.968,0
2015-01-16 00:00,2015-01-16 00:00,0,0,0,4.197,0
2015-01-16 01:00,2015-01-16 01:00,0,0,0,4.220,0
2015-01-16 02:00,2015-01-16 02:00,0,0,0,3.996,0
2015-01-16 03:00,2015-01-16 03:00,0,0,0,3.462,0
2015-01-16 04:00,2015-01-16 04:00,0,0,0,2.986,0
2015-01-16 05:00,2015-01-16 05:00,0,0,0,2.765,0
2015-01-16 06:00,2015-01-16 06:00,0,0,0,2.526,0
2015-01-16 07:00,2015-01-16 07:00,0,0,0,2.218,0
2015-01-16 08:00,2015-01-16 08:00,0.183,0.005,0.004,2.254,0
2015-01-16 09:00,2015-01-16 09:00,11.358,0.097,0.045,3.678,0
2015-01-16 10:00,2015-01-16 10:00,42.695,0.448,0.049,4.897,0
2015-01-16 11:00,2015-01-16 11:00,53.542,0.567,0.067,5.823,0
2015-01-16 12:00,2015-01-16 12:00,56.455,0.591,0.081,6.434,0
2015-01-16 13:00,2015-01-16 13:00,47.837,0.463,0.100,6.416,0
2015-01-16 14:00,2015-01-16 14:00,33.462,0.292,0.098,5.674,0
2015-01-16 15:00,2015-01-16 15:00,9.967,0.063,0.064,4.362,0
